ticker,date,price_before,price_after,volume_before,volume_after,strategy_version,market_condition,return_before,return_after,target
AAPL,2023-08-17,1502.2638712101038,1592.7380743524407,226391,300372,B,Sideways,-0.04949392207271111,0.07774930336276259,0.1272432254354737
AMZN,2023-08-18,257.31746905774025,324.83876275443595,214606,24386,A,Sideways,-0.011434125923135169,-0.08766508327580852,-0.07623095735267335
GOOGL,2023-08-21,1245.9890079861375,878.8192904229477,408085,178826,B,Bullish,0.06945388199254476,-0.009987165916848367,-0.07944104790939313
EUR/USD,2023-08-22,566.1633083945098,1695.6243427076727,192387,505158,A,Bearish,-0.05879886428959202,-0.05905610921000022,-0.0002572449204081978
AMZN,2023-08-23,839.6616666797554,829.2826086727836,242133,291446,B,Bullish,0.09041913033058477,0.013303633117566022,-0.07711549721301875
AAPL,2023-08-24,648.5180998643298,1186.5573153316543,487904,323959,A,Bullish,-0.03162684624036981,0.029908591720732097,0.061535437961101905
EUR/USD,2023-08-25,775.7781612834034,1216.7617856381767,415170,253156,A,Bearish,0.097160731890061,-0.039475363414249,-0.13663609530431
AAPL,2023-08-28,1466.1872198500664,450.5048809539148,687915,850776,A,Sideways,0.06772177750679245,-0.008003666064379827,-0.07572544357117228
AAPL,2023-08-29,664.5312596840325,788.2473391393479,326497,954122,A,Bearish,0.06171410682947806,-0.044132102944688105,-0.10584620977416617
GOOGL,2023-08-30,1176.1688165641046,735.571448609671,476406,899035,A,Sideways,-0.03641906524534329,-0.026121767108977248,0.01029729813636604
EUR/USD,2023-08-31,1004.4957641782894,149.7737462109231,439242,470450,B,Sideways,-0.09824455761041412,-0.0680920086623153,0.030152548948098823
EUR/USD,2023-09-01,1360.9752141890315,145.96435139357496,363916,324258,A,Bearish,-0.02357341823480244,0.07711188871712629,0.10068530695192873
GOOGL,2023-09-04,1879.9765047170401,1680.2243829839697,179048,249724,A,Bullish,-0.03963812606746127,-0.09799791788817272,-0.05835979182071145
AMZN,2023-09-05,1491.8869846994755,618.8345389483436,999082,202202,A,Bearish,-0.09252060191824055,0.07648183728875771,0.16900243920699826
AAPL,2023-09-06,508.38671932243784,1084.3496558537495,354646,26525,A,Sideways,0.0010730513011859288,0.014335775669947703,0.013262724368761775
BTC/USD,2023-09-07,159.2479566164409,667.5785898186688,377087,80818,A,Bearish,-0.019393737743452683,-0.0336684311645965,-0.01427469342114382
AAPL,2023-09-08,598.3016841696676,1887.290565719147,372994,115589,B,Bearish,0.02691129354830496,0.04461142509206595,0.01770013154376099
AAPL,2023-09-11,1230.6480683304842,592.6638418449702,570383,146406,B,Sideways,0.024237264438816644,0.0015504303725328572,-0.022686834066283787
AMZN,2023-09-12,197.70904562007564,916.3479442039767,146342,620003,A,Bullish,-0.07585067282066399,-0.00017826837847870203,0.07567240444218529
AAPL,2023-09-13,1043.095869682349,1758.1874759207435,687268,194839,B,Bearish,0.09539310922532451,-0.07797154341620671,-0.17336465264153123
GOOGL,2023-09-14,1234.0014129420895,1699.6737769044364,802955,794076,A,Sideways,-0.06261371411171063,-0.022096794810918266,0.04051691930079236
GOOGL,2023-09-15,735.0633925522255,453.5926939079269,63433,364298,B,Sideways,-0.010945195047059084,-0.051787130828652675,-0.04084193578159359
EUR/USD,2023-09-18,1564.7331871170616,1625.0222886118497,965572,507453,B,Bearish,-0.002376491313253015,-0.09686081888074408,-0.09448432756749106
BTC/USD,2023-09-19,302.5366809541664,970.555084801996,545279,951437,A,Bullish,0.06261255944282404,-0.027980073843577355,-0.0905926332864014
AAPL,2023-09-20,242.76178529803664,1017.6408569621749,273919,258438,B,Bearish,-0.08015408078107066,-0.08203557411487905,-0.0018814933338083956
AAPL,2023-09-21,1483.5586367868464,353.6119475902932,472017,830901,B,Bullish,-0.014271144158293642,-0.048633992454962964,-0.03436284829666932
AMZN,2023-09-22,1041.433500791777,253.14287613853685,348139,427903,A,Bullish,0.02570043404724079,-0.08149667576338111,-0.1071971098106219
GOOGL,2023-09-25,1407.9645532126985,1483.0846832501538,979754,894041,A,Bullish,-0.05696887567518889,-0.07981167488872024,-0.022842799213531342
BTC/USD,2023-09-26,926.1719433471178,1043.2761894750695,148745,446872,B,Bullish,0.025493579753214562,-0.06019774111696235,-0.08569132087017692
EUR/USD,2023-09-27,568.1638631543029,930.0163349688412,648096,411591,B,Bearish,0.08473296750993053,0.09996984889728006,0.015236881387349521
GOOGL,2023-09-28,1656.2944035809794,1486.0656344395538,683416,508235,B,Sideways,0.09950362623453499,-0.09956317142855026,-0.19906679766308524
